sample,GPSC
11511_8#57.contigs_velvet.fa,1
6983_8#80.contigs_velvet.fa,1
19341_3#37.contigs_velvet.fa,1
24775_1#58.contigs_velvet.fa,1
6840_1#2.contigs_velvet.fa,1
6731_1#1.contigs_velvet.fa,1
7092_6#10.contigs_velvet.fa,1
6807_2#14.contigs_velvet.fa,1
6680_5#17.contigs_velvet.fa,1
13154_3#44.contigs_velvet.fa,1
6775_2#17.contigs_velvet.fa,1
6753_2#17.contigs_velvet.fa,1
6840_3#16.contigs_velvet.fa,1
21127_1#99.contigs_velvet.fa,1
14520_7#52.contigs_velvet.fa,1
15682_1#73.contigs_velvet.fa,1
6823_5#24.contigs_velvet.fa,1
7011_6#22.contigs_velvet.fa,1
14936_6#72.contigs_velvet.fa,1
6840_1#3.contigs_velvet.fa,1
17059_8#69.contigs_velvet.fa,1
11657_8#14.contigs_velvet.fa,1
7001_1#17.contigs_velvet.fa,1
6805_4#15.contigs_velvet.fa,1
12299_1#7.contigs_velvet.fa,1
13710_2#34.contigs_velvet.fa,1
6680_4#5.contigs_velvet.fa,1
19341_2#69.contigs_velvet.fa,1
21127_1#80.contigs_velvet.fa,1
14412_3#9.contigs_velvet.fa,1
12291_4#82.contigs_velvet.fa,1
11658_2#10.contigs_velvet.fa,1
21053_8#188.contigs_velvet.fa,1
11657_8#25.contigs_velvet.fa,1
19341_3#118.contigs_velvet.fa,1
6807_2#10.contigs_velvet.fa,1
7004_7#66.contigs_velvet.fa,1
19341_2#80.contigs_velvet.fa,1
24775_1#92.contigs_velvet.fa,1
21053_8#139.contigs_velvet.fa,1
6807_2#16.contigs_velvet.fa,1
14412_2#65.contigs_velvet.fa,1
7004_7#50.contigs_velvet.fa,1
7004_5#1.contigs_velvet.fa,1
19084_7#147.contigs_velvet.fa,1
24775_1#110.contigs_velvet.fa,1
6755_4#8.contigs_velvet.fa,1
12291_1#48.contigs_velvet.fa,1
18090_2#60.contigs_velvet.fa,1
12299_1#57.contigs_velvet.fa,1
20925_3#13.contigs_velvet.fa,1
19341_3#45.contigs_velvet.fa,1
6949_2#18.contigs_velvet.fa,1
15841_4#67.contigs_velvet.fa,1
14412_1#7.contigs_velvet.fa,1
11657_4#93.contigs_velvet.fa,1
14673_1#62.contigs_velvet.fa,1
6999_2#15.contigs_velvet.fa,1
24775_1#70.contigs_velvet.fa,1
12291_4#9.contigs_velvet.fa,1
16453_2#20.contigs_velvet.fa,1
15531_5#55.contigs_velvet.fa,1
6775_2#14.contigs_velvet.fa,1
6830_3#15.contigs_velvet.fa,1
24775_1#76.contigs_velvet.fa,1
20925_3#48.contigs_velvet.fa,1
21127_1#41.contigs_velvet.fa,1
6983_6#34.contigs_velvet.fa,1
17794_7#113.contigs_velvet.fa,1
6871_1#1.contigs_velvet.fa,1
6972_2#20.contigs_velvet.fa,1
6680_5#22.contigs_velvet.fa,1
13154_3#88.contigs_velvet.fa,1
14673_4#32.contigs_velvet.fa,1
7092_6#7.contigs_velvet.fa,1
17794_7#133.contigs_velvet.fa,1
12162_1#15.contigs_velvet.fa,1
18090_2#72.contigs_velvet.fa,1
6736_7#9.contigs_velvet.fa,1
14410_5#3.contigs_velvet.fa,1
6823_7#19.contigs_velvet.fa,1
14673_2#29.contigs_velvet.fa,1
7092_6#24.contigs_velvet.fa,1
15531_5#66.contigs_velvet.fa,1
7054_6#9.contigs_velvet.fa,1
15682_2#27.contigs_velvet.fa,1
6805_2#7.contigs_velvet.fa,1
6925_4#6.contigs_velvet.fa,1
6823_1#15.contigs_velvet.fa,1
17175_8#81.contigs_velvet.fa,1
19341_2#164.contigs_velvet.fa,1
11679_1#3.contigs_velvet.fa,1
6755_6#21.contigs_velvet.fa,1
6899_7#20.contigs_velvet.fa,1
6805_7#7.contigs_velvet.fa,1
6823_7#8.contigs_velvet.fa,1
17150_6#38.contigs_velvet.fa,1
12291_1#89.contigs_velvet.fa,1
6925_3#11.contigs_velvet.fa,1
15608_3#47.contigs_velvet.fa,1
18090_2#154.contigs_velvet.fa,1
11657_4#55.contigs_velvet.fa,1
12291_1#47.contigs_velvet.fa,1
21127_1#81.contigs_velvet.fa,1
14913_7#67.contigs_velvet.fa,1
14410_7#64.contigs_velvet.fa,1
14673_3#71.contigs_velvet.fa,1
21999_8#109.contigs_velvet.fa,1
14673_1#2.contigs_velvet.fa,1
6730_5#18.contigs_velvet.fa,1
12754_4#62.contigs_velvet.fa,1
21127_1#87.contigs_velvet.fa,1
14673_4#30.contigs_velvet.fa,1
6753_3#1.contigs_velvet.fa,1
13470_1#75.contigs_velvet.fa,1
6871_1#3.contigs_velvet.fa,1
14936_4#28.contigs_velvet.fa,1
16043_2#58.contigs_velvet.fa,1
17150_5#76.contigs_velvet.fa,1
13154_2#17.contigs_velvet.fa,1
7001_3#7.contigs_velvet.fa,1
6736_5#6.contigs_velvet.fa,1
21127_2#143.contigs_velvet.fa,1
7054_4#2.contigs_velvet.fa,1
6823_2#10.contigs_velvet.fa,1
13414_2#64.contigs_velvet.fa,1
7068_4#19.contigs_velvet.fa,1
14555_3#50.contigs_velvet.fa,1
22114_6#48.contigs_velvet.fa,1
16043_2#60.contigs_velvet.fa,1
18090_2#68.contigs_velvet.fa,1
12291_6#52.contigs_velvet.fa,1
19341_2#117.contigs_velvet.fa,1
17150_5#32.contigs_velvet.fa,1
6753_1#17.contigs_velvet.fa,1
17150_6#33.contigs_velvet.fa,1
11658_2#72.contigs_velvet.fa,1
15841_4#41.contigs_velvet.fa,1
6714_8#24.contigs_velvet.fa,1
19084_8#44.contigs_velvet.fa,1
6807_3#22.contigs_velvet.fa,1
6823_2#2.contigs_velvet.fa,1
6925_6#13.contigs_velvet.fa,1
6871_1#8.contigs_velvet.fa,1
6755_4#4.contigs_velvet.fa,1
15682_2#75.contigs_velvet.fa,1
6949_2#16.contigs_velvet.fa,1
17150_6#70.contigs_velvet.fa,1
14566_5#44.contigs_velvet.fa,1
6983_2#10.contigs_velvet.fa,1
13414_3#16.contigs_velvet.fa,1
15682_1#61.contigs_velvet.fa,1
19084_8#178.contigs_velvet.fa,1
12291_6#60.contigs_velvet.fa,1
17175_6#10.contigs_velvet.fa,1
6805_7#10.contigs_velvet.fa,1
13414_3#13.contigs_velvet.fa,1
6938_8#21.contigs_velvet.fa,1
13415_4#49.contigs_velvet.fa,1
7622_2#12.contigs_velvet.fa,1
12299_1#38.contigs_velvet.fa,1
15682_2#1.contigs_velvet.fa,1
21053_8#142.contigs_velvet.fa,1
22667_7#134.contigs_velvet.fa,1
6925_5#19.contigs_velvet.fa,1
6949_2#13.contigs_velvet.fa,1
6823_2#19.contigs_velvet.fa,1
7011_4#1.contigs_velvet.fa,1
7054_6#13.contigs_velvet.fa,1
14412_1#69.contigs_velvet.fa,1
13091_6#36.contigs_velvet.fa,1
7068_4#2.contigs_velvet.fa,1
6680_4#23.contigs_velvet.fa,1
6755_4#22.contigs_velvet.fa,1
6983_2#21.contigs_velvet.fa,1
6807_2#6.contigs_velvet.fa,1
22027_1#141.contigs_velvet.fa,1
6899_5#24.contigs_velvet.fa,1
18090_2#180.contigs_velvet.fa,1
14412_2#61.contigs_velvet.fa,1
6823_6#12.contigs_velvet.fa,1
14410_8#16.contigs_velvet.fa,1
6710_6#20.contigs_velvet.fa,1
13091_6#26.contigs_velvet.fa,1
6731_3#14.contigs_velvet.fa,1
14673_3#7.contigs_velvet.fa,1
6899_6#21.contigs_velvet.fa,1
21999_7#173.contigs_velvet.fa,1
6730_4#4.contigs_velvet.fa,1
6680_7#1.contigs_velvet.fa,1
19084_7#168.contigs_velvet.fa,1
6710_6#13.contigs_velvet.fa,1
11657_4#53.contigs_velvet.fa,1
7011_6#1.contigs_velvet.fa,1
7004_7#51.contigs_velvet.fa,1
6899_7#19.contigs_velvet.fa,1
22027_1#142.contigs_velvet.fa,1
13415_5#66.contigs_velvet.fa,1
12299_1#8.contigs_velvet.fa,1
12291_1#52.contigs_velvet.fa,1
19084_7#43.contigs_velvet.fa,1
6775_2#24.contigs_velvet.fa,1
6731_3#24.contigs_velvet.fa,1
21999_7#162.contigs_velvet.fa,1
6823_1#17.contigs_velvet.fa,1
14673_1#81.contigs_velvet.fa,1
6775_1#13.contigs_velvet.fa,1
6805_5#16.contigs_velvet.fa,1
13154_3#74.contigs_velvet.fa,1
14566_5#42.contigs_velvet.fa,1
6807_3#1.contigs_velvet.fa,1
6680_7#17.contigs_velvet.fa,1
6823_2#23.contigs_velvet.fa,1
14723_6#65.contigs_velvet.fa,1
14913_5#95.contigs_velvet.fa,1
17150_6#86.contigs_velvet.fa,1
6840_1#13.contigs_velvet.fa,1
14555_3#14.contigs_velvet.fa,1
6807_1#19.contigs_velvet.fa,1
19341_3#14.contigs_velvet.fa,1
13414_1#36.contigs_velvet.fa,1
7054_4#18.contigs_velvet.fa,1
19084_7#158.contigs_velvet.fa,1
17175_5#27.contigs_velvet.fa,1
13415_4#40.contigs_velvet.fa,1
7001_1#21.contigs_velvet.fa,1
6775_1#22.contigs_velvet.fa,1
19341_3#114.contigs_velvet.fa,1
7038_4#20.contigs_velvet.fa,1
6949_2#4.contigs_velvet.fa,1
21127_1#124.contigs_velvet.fa,1
6925_6#12.contigs_velvet.fa,1
7011_3#6.contigs_velvet.fa,1
6736_7#12.contigs_velvet.fa,1
13710_2#33.contigs_velvet.fa,1
6925_7#9.contigs_velvet.fa,1
12291_5#45.contigs_velvet.fa,1
6755_3#9.contigs_velvet.fa,1
6730_4#24.contigs_velvet.fa,1
22114_6#42.contigs_velvet.fa,1
7038_5#13.contigs_velvet.fa,1
6823_4#2.contigs_velvet.fa,1
6925_5#1.contigs_velvet.fa,1
19084_8#31.contigs_velvet.fa,1
6714_7#13.contigs_velvet.fa,1
6714_7#9.contigs_velvet.fa,1
24775_1#71.contigs_velvet.fa,1
6983_8#77.contigs_velvet.fa,1
13415_6#51.contigs_velvet.fa,1
6736_6#24.contigs_velvet.fa,1
6593_5#11.contigs_velvet.fa,1
14913_7#70.contigs_velvet.fa,1
6736_7#10.contigs_velvet.fa,1
20925_3#77.contigs_velvet.fa,1
19084_7#138.contigs_velvet.fa,1
13414_4#42.contigs_velvet.fa,1
6999_1#17.contigs_velvet.fa,1
6730_1#6.contigs_velvet.fa,1
14520_6#44.contigs_velvet.fa,1
11657_4#74.contigs_velvet.fa,1
6840_3#10.contigs_velvet.fa,1
22841_1#176.contigs_velvet.fa,1
24775_1#59.contigs_velvet.fa,1
11658_2#24.contigs_velvet.fa,1
6680_5#18.contigs_velvet.fa,1
7004_6#39.contigs_velvet.fa,1
12291_4#33.contigs_velvet.fa,1
21999_7#176.contigs_velvet.fa,1
6710_8#16.contigs_velvet.fa,1
6972_5#8.contigs_velvet.fa,1
6823_2#18.contigs_velvet.fa,1
6730_7#18.contigs_velvet.fa,1
24775_1#108.contigs_velvet.fa,1
6805_4#13.contigs_velvet.fa,1
19341_2#74.contigs_velvet.fa,1
19341_3#117.contigs_velvet.fa,1
6731_4#8.contigs_velvet.fa,1
12837_4#3.contigs_velvet.fa,1
7011_4#5.contigs_velvet.fa,1
13415_8#47.contigs_velvet.fa,1
6731_5#3.contigs_velvet.fa,1
12291_3#45.contigs_velvet.fa,1
7038_8#42.contigs_velvet.fa,1
18090_2#73.contigs_velvet.fa,1
11658_2#84.contigs_velvet.fa,1
19341_3#112.contigs_velvet.fa,1
6730_6#1.contigs_velvet.fa,1
12837_5#47.contigs_velvet.fa,1
6775_1#3.contigs_velvet.fa,1
6731_1#15.contigs_velvet.fa,1
7011_6#10.contigs_velvet.fa,1
7001_3#8.contigs_velvet.fa,1
13415_7#72.contigs_velvet.fa,1
14410_6#10.contigs_velvet.fa,1
6999_7#23.contigs_velvet.fa,1
6925_2#77.contigs_velvet.fa,1
14673_1#48.contigs_velvet.fa,1
6823_5#6.contigs_velvet.fa,1
12291_1#59.contigs_velvet.fa,1
7011_4#22.contigs_velvet.fa,1
11861_3#33.contigs_velvet.fa,1
15682_1#81.contigs_velvet.fa,1
12837_1#25.contigs_velvet.fa,1
6938_7#7.contigs_velvet.fa,1
12291_4#15.contigs_velvet.fa,1
21999_8#68.contigs_velvet.fa,1
7011_5#12.contigs_velvet.fa,1
15731_8#39.contigs_velvet.fa,1
17150_6#55.contigs_velvet.fa,1
15531_7#4.contigs_velvet.fa,1
21127_1#78.contigs_velvet.fa,1
6823_1#5.contigs_velvet.fa,1
13414_3#95.contigs_velvet.fa,1
6840_1#22.contigs_velvet.fa,1
6899_7#3.contigs_velvet.fa,1
15682_2#68.contigs_velvet.fa,1
6710_7#1.contigs_velvet.fa,1
13470_1#47.contigs_velvet.fa,1
16043_2#65.contigs_velvet.fa,1
7011_3#24.contigs_velvet.fa,1
6730_7#9.contigs_velvet.fa,1
6952_4#21.contigs_velvet.fa,1
13710_1#45.contigs_velvet.fa,1
7011_4#17.contigs_velvet.fa,1
7011_4#23.contigs_velvet.fa,1
11658_2#60.contigs_velvet.fa,1
11511_8#59.contigs_velvet.fa,1
6983_2#6.contigs_velvet.fa,1
13415_6#23.contigs_velvet.fa,1
14673_1#84.contigs_velvet.fa,1
13710_1#44.contigs_velvet.fa,1
21127_1#76.contigs_velvet.fa,1
6731_3#6.contigs_velvet.fa,1
24775_1#89.contigs_velvet.fa,1
21242_2#153.contigs_velvet.fa,1
17175_5#69.contigs_velvet.fa,1
6755_3#23.contigs_velvet.fa,1
6680_7#18.contigs_velvet.fa,1
21127_1#39.contigs_velvet.fa,1
6680_5#13.contigs_velvet.fa,1
6753_4#7.contigs_velvet.fa,1
6731_5#9.contigs_velvet.fa,1
7004_8#81.contigs_velvet.fa,1
6753_2#4.contigs_velvet.fa,1
6949_3#20.contigs_velvet.fa,1
15682_2#13.contigs_velvet.fa,1
20925_3#7.contigs_velvet.fa,1
18090_2#61.contigs_velvet.fa,1
11657_2#24.contigs_velvet.fa,1
6840_3#7.contigs_velvet.fa,1
7092_6#15.contigs_velvet.fa,1
7054_5#18.contigs_velvet.fa,1
21485_4#3.contigs_velvet.fa,1
7068_4#5.contigs_velvet.fa,1
6823_3#22.contigs_velvet.fa,1
12291_3#48.contigs_velvet.fa,1
14913_5#30.contigs_velvet.fa,1
13710_1#33.contigs_velvet.fa,1
11511_8#48.contigs_velvet.fa,1
15531_4#42.contigs_velvet.fa,1
6823_7#20.contigs_velvet.fa,1
21053_8#180.contigs_velvet.fa,1
6710_7#6.contigs_velvet.fa,1
6938_7#3.contigs_velvet.fa,1
24775_1#62.contigs_velvet.fa,1
11893_8#11.contigs_velvet.fa,1
12837_2#14.contigs_velvet.fa,1
24775_1#93.contigs_velvet.fa,1
6925_4#20.contigs_velvet.fa,1
12837_5#72.contigs_velvet.fa,1
18090_1#133.contigs_velvet.fa,1
17794_8#24.contigs_velvet.fa,1
13091_6#81.contigs_velvet.fa,1
7004_7#69.contigs_velvet.fa,1
12291_4#88.contigs_velvet.fa,1
20925_3#28.contigs_velvet.fa,1
12291_4#65.contigs_velvet.fa,1
6823_1#18.contigs_velvet.fa,1
14566_6#89.contigs_velvet.fa,1
14673_3#10.contigs_velvet.fa,1
14673_1#82.contigs_velvet.fa,1
15874_1#56.contigs_velvet.fa,1
13414_2#67.contigs_velvet.fa,1
19341_2#93.contigs_velvet.fa,1
11511_8#37.contigs_velvet.fa,1
6630_3#22.contigs_velvet.fa,1
6999_5#19.contigs_velvet.fa,1
7011_6#14.contigs_velvet.fa,1
22841_1#187.contigs_velvet.fa,1
12291_4#61.contigs_velvet.fa,1
11679_1#62.contigs_velvet.fa,1
6925_3#21.contigs_velvet.fa,1
6983_5#15.contigs_velvet.fa,1
6983_3#69.contigs_velvet.fa,1
11511_8#54.contigs_velvet.fa,1
22027_1#44.contigs_velvet.fa,1
11679_1#53.contigs_velvet.fa,1
15608_5#90.contigs_velvet.fa,1
17175_5#18.contigs_velvet.fa,1
11511_8#9.contigs_velvet.fa,1
11511_8#40.contigs_velvet.fa,1
15682_2#67.contigs_velvet.fa,1
12299_1#61.contigs_velvet.fa,1
6641_6#19.contigs_velvet.fa,1
11657_4#95.contigs_velvet.fa,1
6730_5#17.contigs_velvet.fa,1
12291_4#89.contigs_velvet.fa,1
14723_6#67.contigs_velvet.fa,1
11657_8#4.contigs_velvet.fa,1
19341_3#62.contigs_velvet.fa,1
14673_1#52.contigs_velvet.fa,1
6983_7#50.contigs_velvet.fa,1
6823_3#14.contigs_velvet.fa,1
6630_4#14.contigs_velvet.fa,1
12162_1#1.contigs_velvet.fa,1
12837_4#66.contigs_velvet.fa,1
6753_3#24.contigs_velvet.fa,1
11658_2#66.contigs_velvet.fa,1
6730_8#11.contigs_velvet.fa,1
6730_4#18.contigs_velvet.fa,1
12299_1#48.contigs_velvet.fa,1
17175_5#80.contigs_velvet.fa,1
11657_4#40.contigs_velvet.fa,1
19084_7#115.contigs_velvet.fa,1
21999_8#115.contigs_velvet.fa,1
13710_2#58.contigs_velvet.fa,1
21127_1#42.contigs_velvet.fa,1
6807_2#7.contigs_velvet.fa,1
6925_5#13.contigs_velvet.fa,1
6925_3#23.contigs_velvet.fa,1
6925_3#8.contigs_velvet.fa,1
15841_4#22.contigs_velvet.fa,1
6823_6#24.contigs_velvet.fa,1
7038_5#23.contigs_velvet.fa,1
6805_4#5.contigs_velvet.fa,1
6823_3#11.contigs_velvet.fa,1
11679_1#74.contigs_velvet.fa,1
15531_4#78.contigs_velvet.fa,1
6983_5#17.contigs_velvet.fa,1
11511_8#96.contigs_velvet.fa,1
19084_8#109.contigs_velvet.fa,1
14673_1#71.contigs_velvet.fa,1
12838_1#73.contigs_velvet.fa,1
6972_4#23.contigs_velvet.fa,1
19084_7#128.contigs_velvet.fa,1
6899_7#15.contigs_velvet.fa,1
7004_5#18.contigs_velvet.fa,1
6925_7#14.contigs_velvet.fa,1
6972_5#15.contigs_velvet.fa,1
13154_3#75.contigs_velvet.fa,1
13414_2#83.contigs_velvet.fa,1
12291_6#67.contigs_velvet.fa,1
7004_7#71.contigs_velvet.fa,1
6259_8#16.contigs_velvet.fa,1
14673_2#76.contigs_velvet.fa,1
24775_1#75.contigs_velvet.fa,1
6680_4#24.contigs_velvet.fa,1
15608_5#73.contigs_velvet.fa,1
6631_6#14.contigs_velvet.fa,1
6631_6#4.contigs_velvet.fa,1
6805_6#17.contigs_velvet.fa,1
6823_4#12.contigs_velvet.fa,1
14673_3#8.contigs_velvet.fa,1
13154_3#49.contigs_velvet.fa,1
12299_1#43.contigs_velvet.fa,1
19341_3#116.contigs_velvet.fa,1
12837_4#22.contigs_velvet.fa,1
6680_8#2.contigs_velvet.fa,1
21127_1#18.contigs_velvet.fa,1
13414_2#63.contigs_velvet.fa,1
12291_5#1.contigs_velvet.fa,1
14673_2#88.contigs_velvet.fa,1
6736_7#13.contigs_velvet.fa,1
6823_7#10.contigs_velvet.fa,1
17059_7#38.contigs_velvet.fa,1
6731_4#24.contigs_velvet.fa,1
12837_2#39.contigs_velvet.fa,1
6775_1#23.contigs_velvet.fa,1
6731_4#5.contigs_velvet.fa,1
21053_8#173.contigs_velvet.fa,1
6680_4#22.contigs_velvet.fa,1
19084_8#25.contigs_velvet.fa,1
11657_8#13.contigs_velvet.fa,1
6710_7#20.contigs_velvet.fa,1
21127_1#95.contigs_velvet.fa,1
6949_4#22.contigs_velvet.fa,1
15378_2#56.contigs_velvet.fa,1
12299_1#80.contigs_velvet.fa,1
6925_5#23.contigs_velvet.fa,1
21999_8#83.contigs_velvet.fa,1
21999_8#32.contigs_velvet.fa,1
12837_5#78.contigs_velvet.fa,1
6755_4#23.contigs_velvet.fa,1
21127_1#30.contigs_velvet.fa,1
6899_4#1.contigs_velvet.fa,1
13414_2#15.contigs_velvet.fa,1
12291_1#11.contigs_velvet.fa,1
11511_8#33.contigs_velvet.fa,1
6259_8#2.contigs_velvet.fa,1
11658_2#1.contigs_velvet.fa,1
15874_1#44.contigs_velvet.fa,1
6730_6#11.contigs_velvet.fa,1
6830_3#5.contigs_velvet.fa,1
17138_3#77.contigs_velvet.fa,1
11511_8#38.contigs_velvet.fa,1
6899_5#15.contigs_velvet.fa,1
17175_5#20.contigs_velvet.fa,1
6899_7#17.contigs_velvet.fa,1
19341_2#153.contigs_velvet.fa,1
11822_1#78.contigs_velvet.fa,1
18090_2#63.contigs_velvet.fa,1
6972_3#19.contigs_velvet.fa,1
19341_3#66.contigs_velvet.fa,1
15608_2#38.contigs_velvet.fa,1
19084_8#13.contigs_velvet.fa,1
19341_2#73.contigs_velvet.fa,1
14566_5#14.contigs_velvet.fa,1
7011_6#7.contigs_velvet.fa,1
14412_1#5.contigs_velvet.fa,1
11679_1#27.contigs_velvet.fa,1
18090_2#42.contigs_velvet.fa,1
6840_1#16.contigs_velvet.fa,1
15682_1#50.contigs_velvet.fa,1
6731_2#10.contigs_velvet.fa,1
17150_6#89.contigs_velvet.fa,1
6730_8#23.contigs_velvet.fa,1
19084_7#177.contigs_velvet.fa,1
13353_7#15.contigs_velvet.fa,1
6775_2#19.contigs_velvet.fa,1
6630_3#6.contigs_velvet.fa,1
13710_1#47.contigs_velvet.fa,1
11860_6#17.contigs_velvet.fa,1
6755_2#11.contigs_velvet.fa,1
7011_5#24.contigs_velvet.fa,1
6680_5#24.contigs_velvet.fa,1
6736_8#14.contigs_velvet.fa,1
15682_2#74.contigs_velvet.fa,1
6731_3#3.contigs_velvet.fa,1
7553_4#6.contigs_velvet.fa,1
12162_1#45.contigs_velvet.fa,1
17175_7#81.contigs_velvet.fa,1
13154_3#78.contigs_velvet.fa,1
13670_3#16.contigs_velvet.fa,1
6680_5#11.contigs_velvet.fa,1
6972_2#16.contigs_velvet.fa,1
19341_2#172.contigs_velvet.fa,1
6714_7#16.contigs_velvet.fa,1
19084_8#135.contigs_velvet.fa,1
6753_3#4.contigs_velvet.fa,1
